"","animal","weight","age","color","spots","sex","appetite","eyecColor","aggressiveness","yard"
"7669","pig",975,2,"white",1,"M",6.248,"black",5,1
"7670","goat",1225.1,2,"red",0,"F",4.895,"black",3,3
"7671","horse",1440.3,8,"red",1,"M",3.743,"black",3,1
"7672","horse",737.9,4,"black",1,"F",5.858,"black",4,2
"7673","sheep",1633.7,3,"brown",1,"F",7.119,"brown",4,1
"7674","horse",1296.4,4,"brown",0,"F",8.304,"blue",5,4
"7675","sheep",961.4,3,"red",0,"M",4.82,"blue",4,1
"7676","pig",1017.8,8,"brown",1,"M",2.91,"black",3,1
"7677","goat",1212.1,5,"brown",0,"F",11.79,"brown",3,1
"7678","horse",1426,4,"red",1,"F",0.743,"blue",3,1
"7679","horse",1091,6,"grey",0,"F",2.351,"black",4,2
"7680","goat",987.3,7,"black",1,"M",4.03,"blue",5,4
"7681","horse",1230.8,6,"black",0,"F",3.659,"black",3,3
"7682","pig",1133.5,8,"grey",0,"F",4.057,"black",4,1
"7683","goat",991.9,8,"red",0,"M",1.223,"black",2,2
"7684","sheep",1022,2,"red",0,"M",5.023,"blue",2,1
"7685","goat",1091.4,4,"grey",1,"F",7.819,"brown",1,1
"7686","cow",1263.4,7,"red",0,"M",8.836,"blue",1,2
"7687","horse",960,8,"brown",0,"F",9.388,"black",4,2
"7688","pig",1156.1,4,"red",0,"M",7.092,"black",1,3
"7689","pig",1221.4,2,"black",0,"F",8.504,"black",5,1
"7690","horse",1106.3,2,"black",0,"M",3.707,"blue",1,1
"7691","horse",1087.6,1,"white",0,"F",3.654,"brown",2,1
"7692","horse",868.5,5,"red",1,"F",2.475,"black",1,1
"7693","goat",1004.3,2,"brown",0,"M",4.303,"black",1,4
"7694","goat",1414.9,6,"white",0,"F",3.522,"black",2,4
"7695","goat",1571.6,7,"white",0,"M",2.525,"black",1,2
"7696","pig",848.7,6,"white",1,"M",7.578,"black",2,2
"7697","goat",1236.9,4,"grey",0,"F",4.498,"black",4,3
"7698","horse",1156.1,2,"white",0,"M",4.267,"brown",5,3
"7699","sheep",1109.8,1,"brown",1,"F",0.161,"black",1,1
"7700","pig",908.9,4,"grey",0,"M",-2.268,"brown",1,2
"7701","horse",628,2,"grey",0,"M",0.339,"black",5,4
"7702","goat",984.4,5,"red",1,"M",6.329,"black",2,1
"7703","horse",963.1,8,"white",0,"F",2.306,"brown",2,1
"7704","pig",1289.4,8,"grey",1,"F",0.738,"brown",1,1
"7705","goat",1350.3,2,"red",0,"F",2.784,"black",5,3
"7706","goat",1437.5,1,"black",0,"M",4.663,"brown",5,4
"7707","pig",1406.2,2,"white",0,"M",3.615,"black",4,4
"7708","horse",1232.5,4,"white",0,"F",3.398,"black",1,3
"7709","cow",1608.2,7,"red",1,"M",3.903,"brown",3,2
"7710","pig",1185.3,3,"white",1,"M",4.364,"black",5,1
"7711","pig",1145.5,2,"white",0,"M",8.872,"brown",3,1
"7712","sheep",1066.2,7,"white",1,"M",10.308,"brown",4,3
"7713","goat",1275.9,3,"brown",1,"F",7.484,"black",4,1
"7714","goat",1328,7,"grey",1,"F",1.147,"brown",4,4
"7715","horse",1193.1,4,"red",1,"M",3.146,"black",3,2
"7716","goat",1221.7,2,"white",1,"M",6.751,"brown",5,3
"7717","goat",1384.4,2,"red",0,"F",5.58,"black",5,4
"7718","goat",1233.4,1,"white",0,"F",7.471,"black",5,1
"7719","pig",945.8,3,"grey",0,"F",12.349,"blue",5,1
"7720","cow",883.1,6,"black",1,"F",7.087,"black",5,1
"7721","pig",1344.4,4,"white",0,"F",2.819,"black",1,2
"7722","pig",1157.9,4,"white",0,"M",6.95,"brown",4,3
"7723","horse",888.6,8,"black",0,"F",6.208,"black",2,1
"7724","goat",974.1,5,"red",0,"M",8.994,"brown",1,2
"7725","sheep",1547.5,2,"grey",0,"F",2.972,"black",3,1
"7726","goat",1362,1,"white",0,"F",-0.989,"black",4,1
"7727","horse",1385.7,2,"red",1,"F",7.78,"black",2,1
"7728","horse",1175.5,5,"white",0,"M",8.886,"black",2,1
"7729","horse",1054.2,2,"black",0,"F",9.123,"brown",2,1
"7730","horse",1389,2,"brown",0,"F",4.302,"black",2,1
"7731","goat",1002.3,3,"white",1,"F",9.259,"black",1,1
"7732","pig",1164.4,2,"red",0,"F",7.954,"brown",5,1
"7733","pig",1246.9,7,"brown",0,"M",2.851,"brown",3,1
"7734","pig",1177.2,4,"red",0,"M",1.456,"black",5,1
"7735","pig",1010,7,"grey",0,"M",4.501,"black",5,1
"7736","goat",1522.3,6,"brown",1,"F",6.492,"brown",2,2
"7737","horse",1295.9,1,"red",0,"F",4.383,"black",3,3
"7738","goat",1606.8,4,"white",1,"M",6.733,"brown",2,3
"7739","horse",809.9,4,"brown",1,"F",3.393,"brown",3,2
"7740","pig",956.3,2,"white",1,"M",5.597,"brown",4,1
"7741","goat",757.4,2,"white",0,"F",5.996,"brown",4,1
"7742","goat",1301.3,7,"white",1,"F",6.365,"brown",2,2
"7743","pig",724.2,5,"black",0,"F",1.888,"black",4,1
"7744","goat",395.5,3,"black",1,"M",6.664,"black",3,2
"7745","horse",606.6,6,"white",0,"F",7.688,"brown",2,1
"7746","pig",1138.1,7,"red",1,"F",7.747,"black",3,1
"7747","pig",1202.3,2,"black",0,"F",6.489,"brown",1,2
"7748","goat",1257.8,4,"white",1,"F",-0.421,"black",3,1
"7749","goat",828.8,2,"black",0,"M",1.853,"black",1,2
"7750","sheep",946.1,7,"grey",1,"M",-2.471,"black",2,3
"7751","horse",1342,4,"grey",0,"M",6.669,"black",5,1
"7752","pig",1275.2,4,"brown",0,"F",11.145,"brown",4,1
"7753","horse",1009.7,4,"white",1,"M",5.84,"black",2,1
"7754","horse",1164.9,4,"black",0,"F",8.129,"black",3,1
"7755","horse",1391.3,6,"red",0,"M",6.157,"black",2,1
"7756","goat",752.3,3,"brown",0,"F",6.606,"black",3,1
"7757","pig",1417.4,4,"grey",0,"F",2.021,"blue",2,1
"7758","sheep",1468.6,5,"white",0,"M",4.947,"black",3,3
"7759","sheep",998.5,5,"black",0,"M",9.875,"brown",4,2
"7760","horse",718,3,"brown",0,"F",-0.058,"black",5,1
"7761","pig",1197.6,1,"red",0,"M",6.348,"brown",3,3
"7762","horse",1361.9,4,"black",1,"M",6.54,"brown",4,2
"7763","goat",656.4,2,"brown",1,"M",4.99,"blue",2,1
"7764","pig",858.5,7,"black",0,"M",5.973,"brown",1,1
"7765","pig",1118.9,5,"brown",0,"F",4.874,"black",5,1
"7766","goat",888.5,2,"grey",0,"M",3.109,"black",2,3
"7767","horse",1198.3,7,"grey",0,"M",6.596,"brown",5,3
"7768","horse",1205.1,4,"grey",0,"M",5.069,"brown",2,3
"7769","goat",858.8,4,"brown",1,"F",6.51,"black",4,1
"7770","goat",800.1,3,"grey",0,"M",6.937,"black",5,2
"7771","cow",1137.8,3,"brown",1,"F",6.169,"brown",4,1
"7772","sheep",1198.8,3,"grey",0,"F",5.239,"black",2,4
"7773","goat",976,8,"grey",0,"F",6.502,"brown",1,1
"7774","goat",1364.8,2,"red",1,"F",2.888,"brown",4,1
"7775","horse",1239.8,6,"black",0,"M",5.658,"black",1,4
"7776","goat",991,3,"grey",1,"F",1.044,"brown",1,1
"7777","goat",895.2,3,"red",1,"M",9.943,"brown",4,2
"7778","goat",1005.8,7,"red",0,"M",2.558,"black",1,1
"7779","sheep",1414.3,8,"white",1,"F",5.507,"black",5,1
"7780","pig",1124.2,4,"white",1,"M",10.159,"black",1,1
"7781","horse",617.6,1,"grey",0,"M",5.602,"black",1,1
"7782","pig",1107,2,"grey",0,"F",5.315,"black",1,4
"7783","horse",949.1,5,"red",0,"F",3.993,"brown",3,1
"7784","horse",990.6,3,"black",0,"M",1.166,"black",1,1
"7785","pig",1238.8,8,"brown",1,"F",9.708,"brown",3,1
"7786","goat",1361.5,1,"black",0,"F",2.582,"black",5,3
"7787","goat",705.3,4,"grey",0,"F",4.726,"black",5,2
"7788","sheep",943.5,4,"brown",0,"F",3.269,"brown",3,2
"7789","horse",1321.6,8,"black",0,"M",5.002,"black",1,1
"7790","horse",716.3,3,"red",0,"M",2.483,"brown",1,3
"7791","horse",1090,6,"red",0,"F",2.203,"brown",3,2
"7792","horse",1035.4,4,"white",0,"F",6.106,"brown",5,3
"7793","goat",1550.5,8,"brown",1,"M",5.698,"black",1,1
"7794","pig",882,7,"brown",0,"F",5.772,"brown",4,1
"7795","cow",1164.5,3,"white",0,"F",10.096,"black",2,1
"7796","pig",1060.4,4,"grey",0,"M",4.569,"black",4,1
"7797","sheep",566.7,5,"brown",0,"M",1.128,"black",4,3
"7798","horse",975.8,3,"grey",1,"F",3.937,"brown",4,1
"7799","sheep",908.6,3,"brown",0,"F",3.372,"black",2,1
"7800","horse",1332.2,3,"red",1,"F",1.454,"black",3,1
"7801","pig",977.6,4,"black",0,"F",7.559,"brown",2,2
"7802","goat",1633,3,"red",1,"F",3.978,"black",2,1
"7803","goat",691.7,2,"brown",1,"F",3.219,"blue",4,3
"7804","pig",1162.1,4,"black",1,"M",7.568,"black",5,1
"7805","sheep",1122.2,8,"brown",1,"F",5.081,"black",4,2
"7806","horse",1217.7,3,"black",0,"F",4.318,"brown",3,3
"7807","goat",921.9,4,"grey",1,"M",4.658,"black",5,1
"7808","sheep",963,4,"grey",0,"M",6.891,"black",1,4
"7809","pig",1592.5,8,"red",1,"F",7.091,"black",2,4
"7810","pig",1433.3,3,"grey",0,"F",4.414,"black",3,1
"7811","pig",890.6,4,"white",0,"F",6.595,"brown",3,1
"7812","horse",1213.6,3,"black",1,"F",10.778,"black",1,1
"7813","sheep",1153.2,4,"white",0,"F",4.195,"black",2,2
"7814","pig",1437,6,"brown",0,"F",1.56,"black",1,1
"7815","horse",1173.1,2,"black",0,"F",3.554,"brown",5,1
"7816","goat",814.3,2,"brown",0,"F",3.56,"black",2,3
"7817","goat",962.4,4,"red",0,"F",11.782,"black",4,1
"7818","goat",796.3,2,"black",0,"M",8.026,"black",3,1
"7819","horse",1525.8,3,"red",1,"M",6.404,"black",3,2
"7820","goat",1222.6,8,"brown",1,"M",4.163,"brown",4,1
"7821","pig",825.9,4,"grey",1,"F",3.694,"black",2,2
"7822","cow",1100,3,"red",1,"M",5.413,"brown",5,3
"7823","goat",1004.6,7,"black",1,"M",2.689,"brown",1,3
"7824","sheep",1113.4,7,"white",0,"M",1.221,"black",4,3
"7825","horse",1206,1,"red",1,"F",8.239,"brown",4,4
"7826","horse",1434.4,4,"white",0,"M",6.751,"black",4,1
"7827","horse",1319,2,"white",1,"F",8.076,"brown",4,1
"7828","horse",1035.9,6,"grey",0,"F",1.324,"black",5,1
"7829","sheep",932.3,3,"brown",0,"F",1.327,"brown",1,1
"7830","horse",736.8,2,"black",0,"F",9.292,"brown",5,1
"7831","goat",1005.8,6,"black",0,"M",7.71,"black",4,1
"7832","goat",837.2,8,"grey",1,"F",7.32,"brown",3,1
"7833","pig",1180.8,3,"grey",1,"F",12.597,"black",4,2
"7834","goat",1112.9,3,"brown",1,"M",0.622,"black",3,2
"7835","goat",1099,3,"brown",0,"F",3.714,"black",1,1
"7836","goat",605.2,3,"white",0,"M",5.314,"black",3,1
"7837","pig",1400.6,7,"black",1,"M",0.953,"brown",2,1
"7838","goat",1523.7,2,"black",0,"M",7.233,"black",3,4
"7839","goat",1208.2,2,"red",0,"M",2.751,"brown",3,1
"7840","horse",1081.3,3,"red",0,"M",4,"black",5,1
"7841","pig",1178.6,7,"black",0,"M",6.205,"brown",3,1
"7842","sheep",761.4,3,"grey",1,"F",3.86,"brown",4,3
"7843","horse",1147.7,5,"white",0,"M",8.804,"black",4,2
"7844","goat",1078.3,3,"brown",0,"F",9.561,"brown",4,2
"7845","horse",1014.5,7,"brown",0,"M",6.603,"black",3,1
"7846","horse",977,3,"red",0,"M",5.534,"black",5,3
"7847","pig",979.2,4,"brown",1,"F",2.964,"brown",2,1
"7848","pig",1113.1,8,"white",0,"M",2.638,"brown",2,2
"7849","goat",1701.1,6,"white",0,"M",1.483,"black",1,1
"7850","horse",826.5,6,"brown",0,"F",3.247,"black",2,2
"7851","pig",605.3,2,"red",0,"M",3.226,"black",1,3
"7852","horse",831.8,4,"grey",0,"M",12.54,"black",2,3
"7853","horse",1360.5,5,"brown",0,"F",10.457,"black",3,2
"7854","sheep",1392.7,4,"red",0,"M",10.352,"brown",4,1
"7855","goat",1120.5,4,"white",0,"M",2.151,"brown",2,2
"7856","pig",798.8,2,"black",1,"M",0.041,"blue",2,3
"7857","pig",1195.8,1,"red",0,"M",9.907,"black",3,1
"7858","horse",1236.8,4,"white",1,"M",5.853,"black",4,2
"7859","goat",897.1,4,"grey",0,"M",3.137,"brown",1,1
"7860","pig",1199.6,5,"black",0,"M",8.905,"black",2,3
"7861","horse",756.3,2,"grey",0,"F",5.389,"black",3,1
"7862","goat",688.1,2,"black",0,"M",4.008,"brown",2,1
"7863","pig",1283.3,6,"black",0,"F",3.513,"brown",2,1
"7864","horse",1005.9,4,"black",1,"M",2.053,"brown",2,3
"7865","pig",1122.3,1,"grey",1,"M",4.513,"brown",5,1
"7866","pig",973,3,"black",1,"F",5.049,"black",4,4
"7867","sheep",609,3,"grey",0,"M",5.028,"black",2,2
"7868","sheep",898.7,1,"black",1,"M",3.505,"black",3,1
"7869","goat",910.9,8,"white",0,"M",3.785,"brown",3,1
"7870","horse",1257.6,7,"white",1,"M",1.272,"brown",1,2
"7871","pig",1620.3,4,"white",0,"M",6.229,"brown",1,1
"7872","goat",616.7,3,"brown",0,"F",8.247,"brown",1,3
"7873","sheep",897.3,3,"white",0,"M",1.752,"brown",3,1
"7874","goat",1264.2,6,"black",0,"M",5.096,"black",5,3
"7875","goat",1234.2,2,"white",1,"M",8.815,"black",5,2
"7876","sheep",1043.4,1,"black",0,"F",-0.263,"black",2,1
"7877","horse",745.1,7,"black",1,"F",4.113,"black",2,1
"7878","pig",1341.3,2,"brown",0,"M",6.74,"black",3,1
"7879","horse",901.6,2,"black",0,"M",-0.356,"black",2,1
"7880","pig",1216.5,6,"white",0,"F",6.392,"brown",3,3
"7881","sheep",1171.8,1,"brown",1,"M",3.385,"black",5,2
"7882","sheep",976.3,2,"brown",0,"M",6.243,"black",4,3
"7883","horse",926.6,5,"black",0,"M",4.142,"black",1,2
"7884","horse",852.5,3,"black",0,"F",10.708,"black",3,4
"7885","goat",1039.7,8,"grey",1,"M",4.738,"brown",5,1
"7886","pig",1384.9,3,"grey",1,"M",4.766,"brown",1,3
"7887","pig",865,8,"brown",0,"F",3.361,"black",5,1
"7888","horse",935.4,4,"grey",0,"M",4.611,"black",5,1
"7889","goat",950,8,"black",0,"M",5.586,"brown",1,3
"7890","pig",1105.2,4,"grey",1,"M",3.954,"brown",1,2
"7891","sheep",1416.8,7,"red",0,"M",8.61,"black",4,1
"7892","sheep",556.6,7,"red",0,"M",1.857,"brown",4,1
"7893","pig",827.2,5,"white",0,"F",6.493,"black",4,2
"7894","pig",1035,2,"grey",0,"F",6.831,"brown",4,1
"7895","horse",1097.4,4,"black",0,"F",3.256,"black",4,1
"7896","pig",1018.5,3,"red",0,"F",9.047,"brown",5,4
"7897","goat",1075.6,2,"black",1,"F",4.945,"brown",4,1
"7898","goat",1004.4,6,"grey",0,"F",1.639,"black",4,4
"7899","goat",1500.2,2,"red",0,"M",7.018,"blue",5,2
"7900","goat",1383.6,4,"grey",0,"F",6.267,"black",4,1
"7901","goat",1148.1,3,"grey",0,"M",2.204,"black",2,1
"7902","pig",994.6,5,"grey",1,"F",1.409,"black",3,3
"7903","goat",1070.8,6,"black",0,"M",6.976,"black",1,1
"7904","goat",1064.2,3,"grey",0,"M",7.085,"black",5,1
"7905","pig",1360.7,3,"grey",0,"F",5.981,"black",3,1
"7906","goat",1334.4,4,"brown",0,"F",3.394,"black",4,1
"7907","pig",601,3,"black",0,"F",3.653,"brown",5,1
"7908","goat",1276.7,2,"red",0,"M",8.968,"black",1,1
"7909","pig",1178.5,4,"white",0,"M",1.298,"brown",2,2
"7910","pig",1147.5,2,"red",0,"M",5.776,"brown",2,1
"7911","sheep",993.5,3,"grey",0,"F",0.251,"black",3,1
"7912","goat",891.5,4,"grey",0,"M",3.955,"brown",2,3
"7913","horse",1191.8,4,"white",0,"M",8.5,"black",3,1
"7914","pig",1061.1,5,"red",0,"F",5.084,"brown",4,1
"7915","pig",1075.3,8,"grey",1,"F",1.46,"brown",1,1
"7916","goat",994.6,1,"white",0,"M",4.166,"black",2,1
"7917","horse",931.6,3,"red",0,"M",8.073,"brown",3,1
"7918","goat",1314.3,2,"grey",0,"M",9.287,"black",3,3
"7919","pig",889.8,3,"black",0,"F",2.12,"black",5,1
"7920","horse",889.9,3,"brown",0,"M",3.528,"black",2,2
"7921","horse",1196.6,4,"red",1,"M",7.869,"brown",4,1
"7922","goat",1230.6,4,"grey",0,"M",6.818,"black",1,1
"7923","cow",1149.6,1,"red",1,"M",1.836,"brown",3,3
"7924","horse",839.8,4,"black",0,"M",0.807,"black",5,2
"7925","goat",838.5,2,"brown",1,"F",3.299,"black",1,1
"7926","horse",638,1,"brown",0,"M",6.196,"black",4,3
"7927","horse",1307.7,6,"black",0,"F",4.416,"brown",3,3
"7928","pig",847.7,7,"brown",1,"F",4.914,"brown",3,3
"7929","goat",1207.3,6,"grey",1,"M",5.748,"brown",4,1
"7930","pig",1029.4,5,"grey",0,"F",7.667,"brown",4,1
"7931","goat",1179.3,8,"brown",0,"M",3.613,"black",3,4
"7932","goat",810.9,5,"red",1,"M",3.149,"black",2,3
"7933","goat",1025,2,"red",0,"M",5.642,"black",2,2
"7934","pig",1396.3,8,"black",0,"F",2.325,"black",5,2
"7935","horse",1335.9,1,"black",0,"M",7.137,"black",3,2
"7936","sheep",964,4,"black",0,"F",3.235,"black",4,4
"7937","goat",1470.8,3,"grey",0,"F",-0.365,"brown",5,3
"7938","goat",1191.2,3,"grey",0,"F",0.824,"brown",1,1
"7939","pig",1405.8,4,"brown",0,"F",1.72,"brown",3,1
"7940","horse",1137.1,8,"grey",0,"M",3.568,"black",5,2
"7941","cow",1142,2,"black",0,"M",-2.001,"brown",1,1
"7942","sheep",1122.6,5,"red",0,"F",1.148,"brown",1,1
"7943","pig",1046.4,1,"grey",0,"M",8.575,"black",3,3
"7944","horse",986.4,4,"black",1,"M",7.286,"black",1,2
"7945","sheep",650.7,6,"grey",0,"M",8.832,"black",1,1
"7946","pig",1472.5,4,"brown",1,"F",1.692,"brown",5,4
"7947","horse",1150.5,5,"red",1,"M",0.023,"brown",1,1
"7948","horse",1152.5,7,"brown",0,"F",6.338,"brown",4,3
"7949","pig",987.2,1,"white",0,"F",2.323,"brown",3,1
"7950","horse",1396.6,8,"black",1,"F",8.526,"brown",1,1
"7951","pig",1072.3,2,"brown",1,"M",2.852,"brown",3,1
"7952","pig",1275.2,2,"black",0,"M",7.086,"blue",2,1
"7953","horse",1172.6,6,"brown",0,"F",0.43,"black",1,3
"7954","goat",769.2,2,"black",0,"M",4.11,"black",4,2
"7955","sheep",1294.7,3,"brown",1,"M",6.141,"black",2,3
"7956","goat",1189.6,3,"black",0,"M",1.002,"brown",3,1
"7957","goat",1325.8,1,"red",0,"F",6.984,"brown",3,3
"7958","sheep",1532.7,4,"white",0,"M",3.38,"black",5,2
"7959","pig",942,2,"red",1,"F",1.436,"brown",1,2
"7960","horse",1410.8,4,"red",0,"F",5.793,"brown",2,1
"7961","goat",845.3,3,"brown",1,"M",7.265,"brown",5,2
"7962","pig",1161,2,"brown",0,"F",4.749,"brown",2,2
"7963","goat",1402.7,5,"red",0,"M",8.122,"black",5,1
"7964","goat",1251.3,4,"red",0,"F",4.982,"black",2,1
"7965","horse",1148.8,2,"white",0,"M",-1.288,"brown",3,1
"7966","pig",1319,4,"red",1,"F",1.808,"black",5,3
"7967","goat",868.3,5,"black",0,"M",10.546,"brown",2,1
"7968","pig",1062.5,8,"black",0,"M",2.703,"black",3,1
"7969","horse",1160.9,5,"white",0,"M",9.472,"brown",1,4
"7970","goat",1126.3,6,"black",0,"M",4.122,"black",4,3
"7971","goat",1229.6,5,"red",0,"F",9.926,"brown",3,1
"7972","pig",1113.5,3,"brown",0,"M",1.303,"brown",3,1
"7973","pig",1009.1,1,"red",0,"M",6.762,"black",3,3
"7974","goat",1176.3,3,"white",0,"F",3.506,"brown",5,1
"7975","goat",1127,7,"grey",1,"M",3.47,"black",5,2
"7976","horse",1143.1,3,"red",0,"F",4.943,"black",2,3
"7977","goat",809.1,3,"white",1,"F",-0.575,"black",3,1
"7978","goat",990.7,5,"black",1,"M",2.996,"black",1,4
"7979","pig",1387.6,1,"black",1,"F",3.487,"brown",1,1
"7980","sheep",731.4,7,"brown",0,"F",2.6,"black",3,1
"7981","horse",629.2,6,"black",0,"F",5.554,"brown",5,1
"7982","pig",1385.3,6,"grey",0,"F",4.486,"black",2,1
"7983","cow",1010.5,2,"white",1,"M",4.849,"brown",3,3
"7984","horse",1028.5,8,"red",0,"M",8.748,"brown",3,3
"7985","horse",1154.7,3,"red",0,"F",1.986,"black",3,1
"7986","horse",1329.3,5,"brown",1,"M",4.833,"black",1,1
"7987","goat",1529.2,3,"grey",0,"F",2.907,"brown",4,1
"7988","goat",1025.1,8,"red",0,"F",3.115,"brown",5,1
"7989","goat",1200.8,2,"red",1,"M",4.919,"black",2,1
"7990","goat",1066.8,3,"red",1,"F",5.133,"black",4,1
"7991","horse",1133.8,3,"red",0,"F",5.778,"black",4,1
"7992","pig",1339.6,1,"grey",1,"M",0.111,"brown",3,1
"7993","goat",877.9,4,"black",0,"F",4.19,"black",4,2
"7994","goat",1168.2,4,"red",0,"M",5.146,"black",3,3
"7995","sheep",1553,2,"black",1,"M",10.169,"brown",1,1
"7996","pig",814.1,5,"brown",0,"M",3.189,"brown",1,1
"7997","sheep",695.9,3,"red",0,"M",4.865,"black",2,1
"7998","goat",1179,7,"grey",0,"F",9.402,"brown",5,3
"7999","goat",1527.8,2,"grey",0,"M",3.54,"brown",2,4
"8000","goat",1434.6,7,"white",0,"F",2.884,"black",1,2
"8001","pig",854,4,"white",1,"F",1.353,"black",3,2
"8002","goat",1334.3,3,"grey",1,"M",7.747,"black",1,2
"8003","sheep",1010.9,5,"white",0,"F",6.851,"black",4,1
"8004","pig",1004.7,7,"grey",1,"M",4.398,"black",4,2
"8005","pig",1230.1,2,"white",0,"M",4.712,"black",5,2
"8006","horse",1307,5,"red",1,"F",6.783,"brown",2,2
"8007","sheep",1401.6,5,"brown",0,"M",4.437,"black",1,4
"8008","horse",1155.2,6,"grey",1,"F",4.272,"brown",3,1
"8009","goat",880.9,5,"red",0,"F",2.769,"black",5,3
"8010","cow",1388.5,3,"red",0,"M",1.871,"black",1,1
"8011","horse",1080.5,3,"black",1,"M",3.657,"brown",5,1
"8012","pig",1454.5,4,"white",1,"M",7.054,"brown",1,2
"8013","horse",1099.3,4,"black",1,"F",5.946,"black",2,3
"8014","horse",1353.1,5,"black",0,"M",5.718,"black",4,4
"8015","horse",1168.6,3,"grey",0,"M",4.458,"brown",2,3
"8016","pig",748.1,3,"black",0,"F",0.087,"black",2,1
"8017","goat",905.4,4,"white",0,"M",11.736,"black",4,2
"8018","goat",655.2,2,"white",1,"M",0.214,"black",5,2
"8019","goat",1102.2,3,"black",0,"M",1.481,"brown",1,3
"8020","sheep",682.2,2,"white",0,"M",6.803,"brown",2,1
"8021","goat",864.3,4,"black",0,"M",3.312,"black",5,1
"8022","pig",1529.8,5,"red",1,"F",4.447,"black",2,1
"8023","sheep",1289.7,5,"black",1,"F",4.84,"brown",2,2
"8024","horse",968.7,4,"black",1,"F",7.451,"black",1,2
"8025","goat",1147.3,2,"brown",1,"F",3.384,"brown",5,3
"8026","sheep",884.6,1,"brown",0,"F",5.517,"black",1,2
"8027","goat",1293.2,4,"grey",1,"M",3.89,"black",1,1
"8028","horse",1134.8,3,"grey",0,"M",7.307,"brown",3,4
"8029","goat",692.6,6,"brown",1,"M",6.333,"black",4,1
"8030","horse",1096.1,2,"white",0,"F",6.455,"black",2,2
"8031","goat",1055.1,7,"red",1,"F",4.328,"brown",3,2
"8032","goat",1262.1,4,"black",0,"F",10.661,"black",4,2
"8033","goat",1051.9,6,"grey",1,"F",4.532,"brown",2,1
"8034","pig",1219.2,8,"black",0,"F",5.969,"black",3,1
"8035","sheep",1043.9,2,"black",0,"M",4.592,"black",2,1
"8036","horse",1520.2,3,"brown",1,"M",1.694,"black",5,1
"8037","goat",1117.2,3,"white",0,"F",3.278,"black",2,1
"8038","horse",1427,5,"black",0,"F",8.257,"blue",1,3
"8039","horse",984.9,5,"grey",0,"F",1.823,"brown",1,1
"8040","goat",1226.6,2,"white",1,"M",4.713,"black",2,3
"8041","pig",1121.1,4,"black",0,"M",9.19,"black",1,3
"8042","goat",878.5,8,"grey",1,"M",5.987,"brown",4,1
"8043","goat",1031.1,8,"grey",0,"F",4.367,"black",4,1
"8044","goat",1111.2,5,"white",0,"M",7.996,"black",3,3
"8045","goat",1316.6,1,"white",0,"F",4.498,"black",5,2
"8046","sheep",1150,4,"white",0,"F",4.026,"black",5,4
"8047","goat",780.8,3,"black",1,"M",7.722,"brown",3,2
"8048","goat",1329.9,4,"red",0,"F",5.21,"brown",5,3
"8049","goat",921.3,1,"brown",1,"F",3.33,"black",5,1
"8050","goat",1145.1,7,"white",0,"F",10.997,"black",3,3
"8051","horse",951.1,3,"black",1,"M",1.279,"black",5,1
"8052","goat",981.9,7,"black",0,"F",9.061,"black",1,4
"8053","horse",1005.5,3,"white",0,"M",1.208,"black",3,4
"8054","sheep",1383.5,8,"brown",0,"M",2.295,"brown",2,2
"8055","goat",884.3,3,"black",0,"F",6.807,"black",5,1
"8056","sheep",896.1,7,"white",1,"F",4.99,"brown",4,1
"8057","pig",948,6,"black",0,"F",8.204,"brown",2,1
"8058","sheep",1297,7,"black",0,"M",6.878,"brown",2,2
"8059","horse",1444.8,3,"black",0,"F",3.14,"brown",5,1
"8060","sheep",1117,7,"red",0,"F",7.815,"black",2,1
"8061","horse",1435.4,7,"white",0,"M",9.816,"brown",4,1
"8062","pig",371.9,1,"brown",1,"M",6.233,"brown",5,2
"8063","pig",1105.7,3,"white",0,"M",2.555,"brown",4,1
"8064","goat",1291.1,8,"red",1,"M",0.656,"blue",5,4
"8065","horse",1231.8,7,"white",1,"M",2.291,"black",1,2
"8066","horse",949.4,3,"grey",0,"F",6.611,"black",4,3
"8067","goat",1004.6,2,"brown",0,"F",6.065,"brown",4,1
"8068","pig",775.3,7,"brown",1,"M",7.031,"brown",4,3
"8069","horse",967.7,4,"black",0,"M",2.662,"brown",5,1
"8070","pig",435.8,3,"white",0,"M",4.227,"brown",5,4
"8071","goat",920.2,2,"grey",1,"M",2.973,"brown",1,3
"8072","pig",1388.2,4,"red",0,"M",6.045,"brown",1,1
"8073","goat",899.6,2,"grey",1,"F",1.868,"brown",1,1
"8074","sheep",966.4,3,"black",0,"M",7.044,"black",2,1
"8075","goat",1437.8,7,"brown",0,"F",2.578,"red",4,3
"8076","goat",1322,4,"brown",0,"F",8.285,"black",2,2
"8077","goat",1148.5,7,"red",1,"M",1.548,"black",2,1
"8078","goat",1132.8,4,"red",0,"F",4.139,"black",2,3
"8079","pig",1109.3,2,"grey",0,"F",4.61,"black",2,1
"8080","pig",773.7,2,"white",0,"M",6.086,"black",3,4
"8081","goat",917.8,5,"white",1,"F",4.242,"brown",3,1
"8082","horse",1245.8,2,"red",0,"M",-0.94,"brown",5,2
"8083","goat",1373.5,7,"grey",0,"M",7.132,"black",5,1
"8084","sheep",1104.2,7,"red",1,"F",6.777,"black",2,1
"8085","pig",1070.8,2,"black",0,"F",3.875,"black",1,2
"8086","goat",1026.2,6,"grey",0,"F",7.395,"brown",2,4
